date,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,cloud_cover,wind_speed_10m,wind_direction_10m,visibility,vapor_pressure_deficit,city
2025-07-19,39.47083333333333,126.18333333333334,496.875,26.900000000000002,20.879166666666666,85.75,90.58333333333333,29.787499999999998,75.58333333333333,24.712500000000002,34.979166666666664,0.0,0.0,53.916666666666664,9.791666666666666,142.625,24140.0,1.11,Delhi
2025-07-20,64.27499999999999,233.4,469.7916666666667,40.15,24.295833333333334,79.625,143.95833333333334,30.679166666666664,72.29166666666667,24.78333333333333,36.725,0.0,0.0,70.41666666666667,4.791666666666667,198.54166666666666,24140.0,1.3133333333333332,Delhi
2025-07-21,69.07083333333334,118.19583333333333,596.875,50.47083333333333,34.50833333333333,67.70833333333333,154.79166666666666,29.6125,77.95833333333333,25.233333333333334,35.84166666666667,0.0,0.0,99.95833333333333,4.5375000000000005,124.95833333333333,24140.0,0.9416666666666668,Delhi
2025-07-22,80.48333333333333,88.05416666666667,894.9583333333334,53.112500000000004,36.270833333333336,81.41666666666667,165.54166666666666,29.879166666666666,83.54166666666667,26.65416666666667,37.391666666666666,0.21666666666666667,0.0,95.16666666666667,2.4708333333333337,194.25,20247.5,0.7408333333333333,Delhi
2025-07-23,67.1375,189.0666666666667,436.625,32.07083333333333,21.1875,79.33333333333333,155.54166666666666,29.058333333333334,87.375,26.695833333333336,36.362500000000004,0.6833333333333332,0.0,100.0,3.9791666666666665,270.7083333333333,17508.333333333332,0.5175,Delhi
2025-07-24,74.57083333333334,269.48333333333335,502.375,32.012499999999996,19.720833333333335,84.75,156.83333333333334,30.508333333333336,78.58333333333333,26.108333333333334,37.358333333333334,0.6208333333333333,0.0,96.16666666666667,5.070833333333334,291.1666666666667,23299.166666666668,1.0279166666666668,Delhi
2025-07-25,89.37916666666666,389.1666666666667,539.375,33.574999999999996,19.220833333333335,79.75,178.95833333333334,32.2875,71.20833333333333,26.09583333333333,39.15416666666667,0.041666666666666664,0.0,95.58333333333333,4.991666666666666,273.9166666666667,23853.333333333332,1.4895833333333333,Delhi
2025-07-26,75.825,179.7125,890.5833333333334,47.387499999999996,37.0875,111.125,259.4166666666667,31.650000000000002,74.41666666666667,26.27916666666667,38.733333333333334,0.20416666666666664,0.0,79.20833333333333,4.579166666666667,141.375,23343.333333333332,1.2762499999999999,Delhi
2025-07-27,61.979166666666664,88.72500000000001,549.2916666666666,41.395833333333336,28.520833333333332,108.375,167.0,31.78333333333333,69.0,25.054166666666664,37.675000000000004,0.35000000000000003,0.0,97.83333333333333,7.0375000000000005,87.66666666666667,24140.0,1.5466666666666666,Delhi
2025-07-28,66.42083333333333,76.10833333333333,558.25,33.175000000000004,35.40416666666667,128.45833333333334,165.83333333333334,31.2375,78.125,26.8125,38.71666666666667,0.3666666666666667,0.0,80.875,3.375,130.79166666666666,22623.333333333332,1.0470833333333334,Delhi
2025-07-29,51.512499999999996,58.487500000000004,662.5416666666666,33.204166666666666,27.96666666666667,87.95833333333333,156.0,28.229166666666668,88.16666666666667,26.058333333333334,35.09583333333333,0.6291666666666667,0.024999999999999998,100.0,3.983333333333333,125.83333333333333,18320.0,0.45999999999999996,Delhi
2025-07-30,44.24166666666667,44.84166666666667,645.25,29.458333333333332,20.979166666666668,88.29166666666667,112.25,28.579166666666666,86.08333333333333,25.883333333333336,35.1,0.9708333333333333,0.0375,97.41666666666667,5.9875,97.04166666666667,13680.833333333334,0.5866666666666667,Delhi
2025-07-31,42.170833333333334,43.06666666666666,598.375,25.97083333333333,20.825,87.875,120.70833333333333,27.795833333333334,89.04166666666667,25.758333333333336,34.300000000000004,0.7833333333333333,0.0,99.33333333333333,4.95,122.20833333333333,16394.166666666668,0.42166666666666663,Delhi
2025-08-01,51.76666666666667,74.80416666666666,723.8333333333334,34.762499999999996,24.1875,75.125,134.54166666666666,28.287499999999998,86.70833333333333,25.745833333333334,34.92916666666667,0.85,0.17500000000000002,100.0,4.0,189.375,21612.5,0.5425,Delhi
2025-08-02,49.96666666666667,107.2625,549.0,32.62916666666667,18.474999999999998,63.333333333333336,135.83333333333334,29.15833333333333,80.66666666666667,25.383333333333336,35.266666666666666,0.19166666666666665,0.0,93.70833333333333,5.8125,248.33333333333334,24140.0,0.815,Delhi
2025-08-03,70.55,175.79166666666666,629.0,43.26666666666667,20.5625,54.958333333333336,150.375,29.15416666666667,82.66666666666667,25.820833333333336,35.6,0.9666666666666667,0.0,100.0,5.7250000000000005,253.54166666666666,23551.666666666668,0.7287500000000001,Delhi
2025-08-04,87.38333333333333,267.4166666666667,670.9583333333334,52.73333333333333,32.050000000000004,77.25,160.83333333333334,28.775000000000002,83.91666666666667,25.741666666666664,35.34166666666667,1.3166666666666667,0.1708333333333333,100.0,4.5,224.54166666666666,22862.5,0.6483333333333333,Delhi
2025-08-05,76.45416666666667,297.07916666666665,762.5833333333334,45.17083333333333,26.150000000000002,58.333333333333336,175.91666666666666,28.90833333333333,80.29166666666667,25.037499999999998,34.824999999999996,0.8791666666666668,0.26666666666666666,100.0,5.625,235.79166666666666,22030.0,0.8283333333333333,Delhi
2025-08-06,58.35833333333333,245.07916666666665,699.9166666666666,30.75,17.879166666666666,69.58333333333333,153.41666666666666,30.445833333333336,73.04166666666667,24.7,36.40833333333333,0.11249999999999999,0.0,91.08333333333333,5.191666666666666,219.75,23354.166666666668,1.2841666666666667,Delhi
2025-08-07,112.5125,681.2791666666667,485.375,28.075,14.225,69.95833333333333,289.75,31.78333333333333,67.75,24.541666666666668,37.56666666666667,0.008333333333333333,0.0,64.95833333333333,6.683333333333334,242.125,24140.0,1.6558333333333335,Delhi
2025-08-08,126.8875,736.7541666666666,873.9583333333334,32.80416666666667,16.6125,64.45833333333333,672.2916666666666,31.566666666666666,67.5,24.583333333333332,37.00833333333333,0.016666666666666666,0.0,86.625,7.8,247.66666666666666,24140.0,1.5820833333333333,Delhi
2025-08-09,92.14583333333333,336.1041666666667,1024.25,38.637499999999996,26.2625,68.95833333333333,450.7083333333333,28.40416666666667,82.91666666666667,25.183333333333334,34.4,0.2625,0.0,96.625,5.820833333333333,121.25,24140.0,0.6675,Delhi
2025-08-10,98.67916666666667,347.0416666666667,1397.375,49.666666666666664,29.71666666666667,74.20833333333333,190.625,29.6125,80.75,25.837500000000002,36.395833333333336,0.049999999999999996,0.0,95.54166666666667,3.65,207.75,23495.0,0.8379166666666666,Delhi
2025-08-11,102.28750000000001,453.2083333333333,757.375,45.666666666666664,27.016666666666666,67.0,237.25,30.724999999999998,77.83333333333333,26.245833333333334,37.512499999999996,0.4375,0.0,100.0,5.433333333333334,211.58333333333334,24140.0,1.0275,Delhi
2025-08-12,79.55,301.8666666666667,599.5416666666666,42.074999999999996,25.829166666666666,65.75,233.41666666666666,30.195833333333336,77.91666666666667,25.72083333333333,36.74166666666667,0.004166666666666667,0.0,92.83333333333333,4.795833333333333,248.83333333333334,22360.833333333332,0.9941666666666666,Delhi
2025-08-13,98.85416666666667,365.5625,698.0833333333334,53.42083333333333,29.40833333333333,58.708333333333336,267.4583333333333,31.291666666666668,71.66666666666667,25.22083333333333,37.69583333333333,0.0,0.0,96.20833333333333,3.720833333333333,230.375,24140.0,1.3695833333333332,Delhi
2025-08-14,63.666666666666664,115.91250000000001,856.0416666666666,55.824999999999996,32.94166666666667,49.791666666666664,166.54166666666666,28.02916666666667,87.66666666666667,25.745833333333334,34.62083333333333,0.5125000000000001,0.06666666666666667,100.0,4.3875,104.875,18705.833333333332,0.47583333333333333,Delhi
2025-08-15,78.30833333333334,79.125,1092.625,45.34583333333333,38.78333333333333,103.79166666666667,161.91666666666666,28.712500000000002,86.875,26.1875,35.80833333333333,0.32916666666666666,0.0,86.625,3.2375000000000003,80.58333333333333,23393.333333333332,0.5520833333333334,Delhi
2025-08-16,81.3,82.57916666666667,1002.1666666666666,38.775,34.975,115.45833333333333,172.5,29.558333333333334,86.375,26.945833333333336,37.125,0.6291666666666667,0.0,96.45833333333333,3.9250000000000003,101.66666666666667,24140.0,0.5958333333333333,Delhi
2025-08-17,53.237500000000004,55.35,726.3333333333334,27.520833333333332,23.420833333333334,95.41666666666667,156.375,30.004166666666666,83.625,26.795833333333334,37.15416666666667,0.2708333333333333,0.0,92.79166666666667,6.095833333333334,92.79166666666667,24103.333333333332,0.7345833333333333,Delhi
2025-08-18,47.02916666666667,69.7,578.7916666666666,27.400000000000002,19.216666666666665,81.83333333333333,131.95833333333334,30.0,80.70833333333333,26.15416666666667,36.545833333333334,0.15,0.0,65.04166666666667,7.0375000000000005,90.0,24140.0,0.87125,Delhi
2025-08-19,48.09166666666667,155.21666666666667,616.25,24.05,19.454166666666666,101.70833333333333,138.25,30.15833333333333,80.20833333333333,26.150000000000002,36.88333333333333,0.15,0.0,70.66666666666667,6.220833333333334,84.33333333333333,22815.0,0.9154166666666667,Delhi
2025-08-20,40.3375,128.38750000000002,503.1666666666667,22.900000000000002,18.783333333333335,84.66666666666667,122.95833333333333,30.2375,78.16666666666667,25.804166666666664,36.516666666666666,0.2708333333333333,0.0,70.16666666666667,7.279166666666666,88.25,23723.333333333332,1.0016666666666667,Delhi
2025-08-21,37.69583333333333,65.92083333333333,487.9583333333333,26.09166666666667,21.416666666666668,92.45833333333333,110.45833333333333,30.1875,77.45833333333333,25.620833333333334,36.6,0.325,0.0,82.25,5.679166666666667,107.91666666666667,23495.833333333332,1.0291666666666666,Delhi
2025-08-22,64.93333333333334,71.66666666666667,667.9166666666666,38.791666666666664,36.079166666666666,112.29166666666667,143.83333333333334,29.629166666666666,82.58333333333333,26.245833333333334,36.604166666666664,0.8458333333333333,0.0,100.0,4.091666666666667,85.25,23902.5,0.7620833333333333,Delhi
2025-08-23,43.26666666666667,43.8125,507.4583333333333,33.045833333333334,25.84166666666667,75.58333333333333,149.16666666666666,28.458333333333332,84.83333333333333,25.587500000000002,34.775,1.2666666666666666,0.0,100.0,5.458333333333333,91.66666666666667,23430.833333333332,0.6124999999999999,Delhi
