,0
us_aqi,0.8269667959374096
carbon_monoxide,0.05948933922222327
pm10,0.05174026231936305
sulphur_dioxide,0.029952826676674774
wind_speed_10m,0.008525882102956971
temperature_2m,0.006829528520071603
nitrogen_dioxide,0.006764711234170436
dew_point_2m,0.0049178462716939556
apparent_temperature,0.004812807715436337
